1697871490 , 0.000000  
1697871496 , 0.000000  
1697871502 , 0.000000  
1697871508 , 0.000000  
1697871514 , 0.009375  
1697871520 , 0.021563  
1697871526 , 0.037031  
1697871532 , 0.054141  
1697871538 , 0.070195  
1697871544 , 0.085723  
1697871550 , 0.100986  
1697871555 , 0.114243  
1697871561 , 0.128372  
1697871567 , 0.128372  
1697871573 , 0.135436  
1697871579 , 0.135218  
1697871585 , 0.129484  
1697871591 , 0.122867  
1697871597 , 0.117683  
1697871603 , 0.115092  
1697871609 , 0.115671  
1697871615 , 0.117835  
1697871620 , 0.120793  
1697871626 , 0.131646  
1697871632 , 0.144573  
1697871638 , 0.158537  
1697871644 , 0.158537  
1697871650 , 0.165518  
1697871656 , 0.167134  
1697871662 , 0.167942  
1697871668 , 0.162721  
1697871674 , 0.152611  
1697871680 , 0.152611  
1697871685 , 0.143805  
1697871691 , 0.139403  
1697871697 , 0.139076  
1697871703 , 0.138913  
1697871709 , 0.136957  
1697871715 , 0.135978  
1697871721 , 0.135489  
1697871727 , 0.137120  
1697871733 , 0.137120  
1697871739 , 0.141685  
1697871744 , 0.147717  
1697871750 , 0.147717  
1697871756 , 0.156359  
1697871762 , 0.166304  
1697871768 , 0.178777  
1697871774 , 0.192514  
1697871780 , 0.203132  
1697871786 , 0.204691  
1697871792 , 0.201720  
1697871798 , 0.201720  
1697871804 , 0.198360  
1697871810 , 0.198360  
1697871815 , 0.198555  
1697871821 , 0.196778  
1697871827 , 0.197764  
1697871833 , 0.198257  
1697871839 , 0.200378  
1697871845 , 0.203314  
1697871851 , 0.202907  
1697871857 , 0.200829  
1697871863 , 0.197914  
1697871869 , 0.194582  
1697871875 , 0.185416  
1697871881 , 0.173333  
1697871886 , 0.159792  
1697871892 , 0.145521  
1697871898 , 0.134635  
1697871904 , 0.129193  
1697871910 , 0.126471  
1697871916 , 0.123236  
1697871922 , 0.123493  
1697871928 , 0.127371  
1697871934 , 0.134936  
1697871940 , 0.149968  
1697871946 , 0.164984  
1697871952 , 0.174367  
1697871957 , 0.180934  
1697871963 , 0.184217  
1697871969 , 0.185858  
1697871975 , 0.190429  
1697871981 , 0.194590  
1697871987 , 0.198545  
1697871993 , 0.198647  
1697871999 , 0.194949  
1697872005 , 0.189349  
1697872011 , 0.180925  
1697872017 , 0.172962  
1697872023 , 0.165231  
1697872028 , 0.157616  
1697872034 , 0.155683  
1697872040 , 0.155683  
1697872046 , 0.156591  
1697872052 , 0.157046  
1697872058 , 0.157273  
1697872064 , 0.153636  
1697872070 , 0.148068  
1697872076 , 0.143409  
1697872082 , 0.139205  
1697872088 , 0.138977  
1697872094 , 0.142614  
1697872099 , 0.151932  
1697872105 , 0.164091  
1697872111 , 0.177670  
1697872117 , 0.191960  
1697872123 , 0.202855  
1697872129 , 0.206428  
1697872135 , 0.204464  
1697872141 , 0.197857  
1697872147 , 0.187053  
1697872153 , 0.177902  
1697872159 , 0.169576  
1697872165 , 0.169576  
1697872170 , 0.161663  
1697872176 , 0.155831  
1697872182 , 0.154791  
1697872188 , 0.152395  
1697872194 , 0.145573  
