1697871490 , 0.000000  
1697871496 , 0.000000  
1697871502 , 0.000000  
1697871508 , 0.000000  
1697871514 , -0.062500  
1697871520 , -0.081250  
1697871526 , -0.103125  
1697871532 , -0.114062  
1697871538 , -0.107031  
1697871544 , -0.103516  
1697871550 , -0.101758  
1697871555 , -0.088379  
1697871561 , -0.094189  
1697871567 , -0.094189  
1697871573 , -0.047095  
1697871579 , 0.001453  
1697871585 , 0.038226  
1697871591 , 0.044113  
1697871597 , 0.034557  
1697871603 , 0.017278  
1697871609 , -0.003861  
1697871615 , -0.014430  
1697871620 , -0.019715  
1697871626 , -0.072358  
1697871632 , -0.086179  
1697871638 , -0.093089  
1697871644 , -0.093089  
1697871650 , -0.046545  
1697871656 , -0.010772  
1697871662 , -0.005386  
1697871668 , 0.034807  
1697871674 , 0.067403  
1697871680 , 0.067403  
1697871685 , 0.058702  
1697871691 , 0.029351  
1697871697 , 0.002175  
1697871703 , 0.001088  
1697871709 , 0.013044  
1697871715 , 0.006522  
1697871721 , 0.003261  
1697871727 , -0.010870  
1697871733 , -0.010870  
1697871739 , -0.030435  
1697871744 , -0.040217  
1697871750 , -0.040217  
1697871756 , -0.057609  
1697871762 , -0.066304  
1697871768 , -0.083152  
1697871774 , -0.091576  
1697871780 , -0.070788  
1697871786 , -0.010394  
1697871792 , 0.019803  
1697871798 , 0.019803  
1697871804 , 0.022401  
1697871810 , 0.022401  
1697871815 , -0.001299  
1697871821 , 0.011850  
1697871827 , -0.006575  
1697871833 , -0.003287  
1697871839 , -0.014144  
1697871845 , -0.019572  
1697871851 , 0.002714  
1697871857 , 0.013857  
1697871863 , 0.019428  
1697871869 , 0.022214  
1697871875 , 0.061107  
1697871881 , 0.080554  
1697871886 , 0.090277  
1697871892 , 0.095138  
1697871898 , 0.072569  
1697871904 , 0.036285  
1697871910 , 0.018142  
1697871916 , 0.021571  
1697871922 , -0.001714  
1697871928 , -0.025857  
1697871934 , -0.050429  
1697871940 , -0.100214  
1697871946 , -0.100107  
1697871952 , -0.062554  
1697871957 , -0.043777  
1697871963 , -0.021888  
1697871969 , -0.010944  
1697871975 , -0.030472  
1697871981 , -0.027736  
1697871987 , -0.026368  
1697871993 , -0.000684  
1697871999 , 0.024658  
1697872005 , 0.037329  
1697872011 , 0.056164  
1697872017 , 0.053082  
1697872023 , 0.051541  
1697872028 , 0.050771  
1697872034 , 0.012885  
1697872040 , 0.012885  
1697872046 , -0.006057  
1697872052 , -0.003029  
1697872058 , -0.001514  
1697872064 , 0.024243  
1697872070 , 0.037121  
1697872076 , 0.031061  
1697872082 , 0.028030  
1697872088 , 0.001515  
1697872094 , -0.024242  
1697872099 , -0.062121  
1697872105 , -0.081061  
1697872111 , -0.090530  
1697872117 , -0.095265  
1697872123 , -0.072633  
1697872129 , -0.023816  
1697872135 , 0.013092  
1697872141 , 0.044046  
1697872147 , 0.072023  
1697872153 , 0.061011  
1697872159 , 0.055506  
1697872165 , 0.055506  
1697872170 , 0.052753  
1697872176 , 0.038876  
1697872182 , 0.006938  
1697872188 , 0.015969  
1697872194 , 0.045485  
